created,chargeTimeHrs,stationId,kwhTotal
41964,4.671666667,129465,6.76
42041,1.611944444,129465,0.75
41967,2.245833333,129465,6.69
41968,4.738333333,129465,6.96
41974,3.580277778,129465,6.86
42009,3.791944444,129465,8.18
42060,1.301388889,129465,1.88
42143,2.605,129465,6.19
42159,3.486111111,129465,5.79
42163,3.199166667,129465,5.54
42181,2.668333333,129465,6.12
42191,3.306944444,129465,5.6
42193,3.863888889,129465,6.89
42195,2.778055556,129465,6.4
42205,2.922222222,129465,5.89
42214,3.033611111,129465,5.98
42220,3.745555556,129465,5.64
42230,2.830555556,129465,6.73
42244,3.954166667,129465,6.08
42262,3.652777778,129465,6.3
42278,3.245555556,129465,5.56
42279,3.710833333,129465,6.26
42135,4.541111111,129465,1.42
42137,2.070277778,129465,6.26
42138,4.8825,129465,2.29
42158,2.770555556,129465,6.05
42160,3.587222222,129465,6.93
42192,3.000833333,129465,7.43
42194,3.875833333,129465,7.51
42199,5.808055556,129465,7.19
42200,6.810277778,129465,7.13
42271,3.837222222,129465,6.84
42279,0.023333333,129465,0
42279,2.719166667,129465,7.04
42080,2.944166667,129465,6.84
42132,0.832777778,131897,2.5
42060,2.809722222,131897,6.32
42102,2.096666667,131897,4.69
42103,3.336944444,131897,4.21
42131,1.180277778,131897,3.54
42137,3.016666667,131897,3.41
42142,2.828611111,131897,4.54
42150,3.088888889,131897,5.26
42163,2.307222222,131897,2.81
42198,2.624444444,131897,3.81
42208,3.115,131897,6.44
42222,1.513611111,131897,3.05
42228,2.0175,131897,3.08
42230,3.576388889,131897,4.35
42263,2.330833333,131897,2.93
42130,4.888611111,131897,5.96
42081,2.356944444,131897,6.85
42090,3.149722222,131897,6.88
42179,3.433333333,131897,6.93
42181,3.177777778,131897,4.47
42249,2.994722222,131897,6.83
42261,1.985277778,131897,5.38
42277,3.384444444,131897,3.78
41991,0.179166667,134427,0.81
42222,3.980555556,134427,3.93
42201,3.154166667,134427,4.3
42229,3.557777778,134427,6.73
42212,3.903611111,191826,7.1
42216,0.637777778,191826,1.89
42216,0.480277778,191826,1.42
42235,3.443055556,191826,7.08
42227,2.617777778,191826,6.76
42278,2.004444444,191826,0
42278,0.013333333,191826,0
42249,2.233611111,191826,6.46
42255,1.975555556,191826,6.04
42272,3.679444444,191826,6.54
42275,0.021111111,191826,0
42275,0.026666667,191826,0
42278,0.024444444,191826,0
42109,0.481388889,200695,1.4
42076,1.621111111,200695,5.12
42212,2.328611111,200695,6.85
42233,2.640555556,200695,4.75
42240,1.731388889,200695,3.61
42121,2.836666667,200695,5.7
42223,1.547222222,200695,4.64
42257,2.238333333,200695,6.81
42279,0.026388889,200695,0
42279,0.026388889,200695,0
42279,0.019722222,200695,0
42274,2.694444444,200695,5.91
42278,3.356388889,200695,5.03
41991,0.387777778,207262,1.98
42051,3.114722222,207262,6.29
42081,3.315555556,207262,19.01
42116,0.998055556,207262,1.93
42174,2.127777778,207262,6.21
42235,3.680555556,207262,1.38
42237,1.890555556,207262,5.88
42257,4.144166667,207262,4.27
42243,7.213333333,207262,14.15
42047,3.537222222,207262,8.56
42068,3.781388889,207262,6.71
42082,2.199166667,207262,6.66
42093,0.039166667,207262,0.03
42102,3.961666667,207262,3.63
42110,4.443888889,207262,6.66
42115,3.928333333,207262,6.55
42136,3.238055556,207262,6.94
42138,4.085277778,207262,6.62
42171,3.072222222,207262,5.37
42173,2.103333333,207262,3.85
42201,4.423055556,207262,4.5
42226,3.820277778,207262,7.1
42275,2.311111111,207262,6.46
42069,1.499166667,207262,4.08
42159,2.041388889,207262,4.44
42160,4.134722222,207262,3.27
42163,1.259722222,207262,2.2
42165,2.746111111,207262,3.76
42172,0.444722222,207262,1.29
42173,0.795833333,207262,1.9
42177,0.874444444,207262,1.94
42180,1.898611111,207262,3.55
42181,1.3225,207262,2.54
42191,1.505833333,207262,1.92
42192,0.88,207262,1.4
42192,0.926944444,207262,1.4
42193,1.841666667,207262,4.87
42199,3.6575,207262,6.95
42200,0.095,207262,0.19
42200,2.47,207262,6.56
42201,2.954444444,207262,3.92
42205,2.399722222,207262,6.27
42206,3.324722222,207262,6.88
42207,3.36,207262,5.5
42208,3.321666667,207262,5.04
42208,0.723055556,207262,1.37
42209,2.9575,207262,3.6
42213,3.117777778,207262,4.07
42214,3.695833333,207262,6.91
42216,3.383333333,207262,5.46
42219,2.174166667,207262,3.17
42220,2.265555556,207262,6.83
42220,1.552777778,207262,1.84
42221,3.541388889,207262,4.47
42221,0.388611111,207262,1.11
42222,0.943333333,207262,1.75
42223,4.183888889,207262,3.26
42226,2.683611111,207262,6.8
42228,2.406944444,207262,4.38
42228,1.569166667,207262,1.68
42230,2.8125,207262,6.69
42233,2.588055556,207262,6.76
42233,2.165833333,207262,2.9
42234,2.495833333,207262,3.27
42235,3.790555556,207262,4.92
42241,2.086944444,207262,6.42
42241,0.765833333,207262,1.94
42242,0.299166667,207262,0.84
42255,1.280555556,207262,1.66
42257,1.337777778,207262,3.33
42258,1.634166667,207262,3.35
42258,1.391111111,207262,3.89
42261,2.340833333,207262,1.46
42262,3.897777778,207262,4.12
42264,2.654722222,207262,4.24
42270,3.260277778,207262,1.41
42272,1.184444444,207262,2.24
42277,2.007222222,207262,4.54
42278,2.963611111,207262,4.02
42279,2.189166667,207262,4.33
42166,2.653055556,219054,6.89
42167,4.036944444,219054,6.78
42170,2.7225,219054,4.33
42171,1.957222222,219054,4.35
42173,2.715555556,219054,4.09
42177,2.842777778,219054,4.15
42178,1.788611111,219054,4.37
42179,2.093611111,219054,4.06
42180,3.337222222,219054,3.73
42181,2.185833333,219054,4.32
42184,1.790555556,219054,4.65
42185,1.703888889,219054,4.05
42186,3.006944444,219054,4.09
42187,1.712777778,219054,3.91
42191,1.6625,219054,4.38
42192,1.586944444,219054,4.17
42193,3.215,219054,6.61
42194,1.012222222,219054,3.16
42195,3.061111111,219054,4.18
42198,2.815555556,219054,6.43
42199,2.1725,219054,5.76
42200,3.178055556,219054,3.86
42201,2.443611111,219054,5.65
42202,2.297777778,219054,4.43
42205,2.271944444,219054,5.94
42207,2.7,219054,5.63
42208,2.957777778,219054,5.78
42212,3.179166667,219054,4.26
42213,3.388888889,219054,5.95
42214,3.687777778,219054,6.13
42216,2.046944444,219054,4.32
42219,3.085833333,219054,5.82
42220,3.505833333,219054,4.2
42221,2.795,219054,5.57
42222,3.166111111,219054,5.92
42223,1.830833333,219054,4.27
42226,2.398333333,219054,5.65
42227,2.683611111,219054,5.89
42228,3.323888889,219054,5.92
42229,1.638055556,219054,4.17
42230,2.051388889,219054,5.58
42233,2.457777778,219054,5.91
42234,2.754444444,219054,6.17
42235,3.290833333,219054,5.63
42236,3.043333333,219054,6.7
42237,1.724444444,219054,4.5
42240,1.959722222,219054,5.61
42241,1.929444444,219054,5.99
42243,2.7475,219054,6.58
42255,2.526111111,219054,6.67
42256,2.491944444,219054,6.7
42257,2.615277778,219054,6.69
42258,2.903333333,219054,6.91
42261,3.294722222,219054,6.9
42262,2.616944444,219054,6.66
42263,2.467222222,219054,6.7
42265,2.5475,219054,6.65
42268,1.951388889,219054,6.19
42272,2.843333333,219054,6.53
42275,2.129722222,219054,6.46
42276,2.647777778,219054,6.54
42278,1.121388889,219054,3.48
42279,3.403333333,219054,6.5
42208,9.006111111,219054,6.62
42088,0.043888889,228137,0.01
42080,5.386666667,228137,6.49
42087,0.021944444,228137,0
42095,2.312777778,228137,6.83
42125,2.1525,228137,6.08
42128,1.948611111,228137,5.68
42129,2.455833333,228137,5.85
42130,2.204722222,228137,6.22
42131,2.283055556,228137,5.76
42132,2.123055556,228137,5.72
42142,1.944444444,228137,5.58
42143,1.962777778,228137,5.62
42144,2.350277778,228137,6.76
42145,2.076388889,228137,5.97
42150,1.9125,228137,5.56
42151,1.981666667,228137,5.79
42152,1.945555556,228137,5.65
42153,2.018333333,228137,5.66
42156,2.461388889,228137,6.89
42170,2.577777778,228137,5.54
42172,2.147777778,228137,5.81
42174,1.948888889,228137,5.52
42177,1.825,228137,5.33
42179,2.325277778,228137,5.52
42180,2.031944444,228137,5.7
42193,2.103333333,228137,5.89
42194,2.690277778,228137,6.99
42195,2.3475,228137,5.57
42198,2.046666667,228137,5.74
42200,1.920833333,228137,5.44
42202,2.229444444,228137,6.29
42205,2.003888889,228137,5.78
42206,1.9,228137,5.35
42207,2.318611111,228137,5.54
42208,1.999166667,228137,5.7
42221,1.888611111,228137,5.49
42235,1.258333333,228137,1.21
42247,1.908888889,228137,5.5
42248,2.684444444,228137,5.42
42271,1.983055556,228137,5.58
42272,1.992222222,228137,5.76
42275,2.303055556,228137,6.63
42276,2.113055556,228137,5.83
42278,2.080277778,228137,5.83
42278,3.631111111,228137,3.02
42279,2.070833333,228137,5.93
42128,2.638888889,228137,7.6
42129,3.004166667,228137,7.24
42132,3.287777778,228137,7.73
42139,2.554166667,228137,0.13
42156,2.908333333,228137,4.68
42157,3.992222222,228137,7.74
42158,3.8975,228137,7.18
42159,5.249444444,228137,7.73
42160,3.706944444,228137,7.22
42163,1.146388889,228137,3.42
42163,2.795,228137,3.96
42164,3.865277778,228137,6.86
42165,10.48833333,228137,7.23
42167,3.4875,228137,6.73
42170,4.065,228137,6.72
42171,1.031666667,228137,3.11
42178,3.438055556,228137,7.25
42181,6.640555556,228137,7.39
42192,2.856944444,228137,7.02
42200,4.357222222,228137,6.68
42205,2.380833333,228137,6.99
42209,4.780555556,228137,7.11
42213,3.870277778,228137,7.02
42214,3.866666667,228137,7.16
42215,3.804722222,228137,7.07
42228,3.945,228137,7.02
42230,4.146944444,228137,7.12
42242,11.58694444,228137,7.05
42250,2.824722222,228137,6.95
42255,3.896944444,228137,7.2
42257,3.581388889,228137,7.11
42258,2.966388889,228137,7.01
42262,3.173888889,228137,7.16
42263,3.283888889,228137,7.14
42264,6.123888889,228137,6.96
42265,3.5975,228137,7.03
42268,3.116944444,228137,7.11
42269,3.145277778,228137,6.96
42270,3.861944444,228137,3
42270,3.128333333,228137,4.15
42276,2.037777778,228137,6.3
42277,9.241111111,228137,7.01
42233,0.121388889,228137,0.24
42222,1.8775,228137,5.21
42227,1.875,228137,5.14
42234,1.835555556,228137,4.95
42236,1.973611111,228137,5.33
42240,2.791666667,228137,5.3
42243,1.935277778,228137,5.4
42244,2.443611111,228137,5.29
42249,1.704166667,228137,4.83
42228,3.9125,228137,1.65
42261,3.832222222,228137,2.31
42268,3.131111111,228137,14.08
42269,3.306666667,228137,13.36
42275,3.465833333,228137,11.87
42276,3.281388889,228137,13.08
42277,2.056111111,228137,9.84
42208,2.178888889,236379,4.14
42236,2.751388889,236379,6.13
42206,2.345833333,236379,6.19
42131,2.426944444,236379,7.58
42142,3.9375,236379,7.61
42198,4.650277778,236379,3.87
42206,2.615277778,236379,3.4
42212,3.595555556,236379,3.66
42229,1.972777778,236379,3.08
42233,1.443888889,236379,3.47
42240,3.536944444,236379,4.3
42255,2.541944444,236379,3.35
42264,3.9675,236379,5.54
42241,2.571666667,236379,6.21
42074,3.776111111,236379,2.94
42095,1.475277778,236379,4.27
42268,1.896944444,236379,2.2
42160,2.552222222,236379,7.02
42164,3.381666667,236379,4.15
42170,0.8975,236379,2.67
42171,3.026944444,236379,6.93
42177,2.753333333,236379,6.92
42261,1.424166667,236379,3.8
42047,2.436944444,236840,2.48
42275,6.718611111,236840,0
42276,4.803333333,236840,6.9
42263,2.217222222,236840,6.37
42031,2.519444444,237105,6.49
42033,2.166666667,237105,6.51
42047,8.268888889,237105,8.7
42051,0.169722222,237105,7.8
42072,4.171666667,237105,6.56
42076,2.604444444,237105,7.08
42111,3.963333333,237105,6.48
42135,3.037777778,237105,6.63
42151,3.221111111,237105,7.39
42205,1.746111111,237105,5.36
42209,2.591111111,237105,6.77
42243,4.351388889,237105,7.12
42170,3.983611111,237105,6.65
42171,2.356666667,237105,6.82
42174,4.365,237105,6.58
42179,4.461388889,237105,6.58
42193,4.611111111,237105,6.7
42195,4.113888889,237105,6.74
42198,3.665833333,237105,6.61
42200,3.8075,237105,6.63
42201,4.614166667,237105,6.67
42202,4.030833333,237105,6.66
42206,3.943055556,237105,6.63
42208,3.925277778,237105,6.75
42209,4.155,237105,6.72
42212,4.120555556,237105,6.63
42213,4.081666667,237105,6.69
42215,4.007777778,237105,6.56
42220,3.923611111,237105,6.69
42222,3.945,237105,6.81
42228,3.685833333,237105,6.57
42229,4.621944444,237105,6.69
42233,4.103611111,237105,6.62
42237,3.951666667,237105,6.54
42240,4.033333333,237105,6.69
42242,4.023333333,237105,6.73
42248,4.683888889,237105,6.83
42249,3.859166667,237105,6.58
42250,3.775833333,237105,6.76
42264,4.419444444,237105,6.7
42265,3.9575,237105,6.69
42268,0.915277778,237105,2.88
42277,8.7825,237105,6.64
42278,3.865833333,237105,6.6
42025,2.294166667,250527,5.38
42051,1.505555556,250527,4.65
42072,3.028055556,250527,9.61
42090,1.074722222,250527,4.71
42094,1.03,250527,4.1
42095,0.021111111,250527,0.03
42096,2.934722222,250527,16.2
42109,3.696111111,250527,7.71
42128,3.3375,250527,5.07
42150,3.776388889,250527,16.41
42151,4.437777778,250527,11.4
42153,1.646388889,250527,5.21
42165,3.185277778,250527,4.96
42166,2.426111111,250527,3.87
42219,3.498055556,250527,7.47
42222,3.440555556,250527,7.01
42256,3.081111111,250527,4.16
42104,3.949444444,250527,7.97
42116,2.970833333,250527,17.19
42116,3.054166667,250527,3.02
42118,3.08,250527,17.98
42122,1.214166667,250527,6.99
42124,2.598888889,250527,14.26
42128,3.685833333,250527,11.04
42129,2.4575,250527,13.92
42130,2.638333333,250527,14.23
42131,2.391944444,250527,11.21
42131,2.842777778,250527,0.92
42132,3.431388889,250527,15.04
42132,1.919166667,250527,1.33
42138,3.513333333,250527,12.38
42142,2.293055556,250527,1.41
42156,3.098055556,250527,15.84
42177,3.333611111,250527,2.4
42178,2.931944444,250527,10.38
42179,4.673888889,250527,14.12
42194,3.421111111,250527,11.98
42195,3.317222222,250527,15.88
42206,2.428888889,250527,12.31
42208,3.365833333,250527,8.1
42208,0.279722222,250527,1.37
42209,3.5675,250527,14.96
42209,3.140555556,250527,2.06
42229,4.368611111,250527,12.85
42230,2.856666667,250527,16.69
42230,3.006111111,250527,3.53
42233,2.245555556,250527,9.36
42234,4.392777778,250527,14.88
42244,5.5075,250527,14.91
42247,2.973888889,250527,10.41
42247,3.431388889,250527,2.16
42251,0.138888889,250527,0.62
42257,3.72,250527,7.85
42265,4.432222222,250527,15.89
42269,2.231944444,250527,12.9
42271,4.323888889,250527,3.54
42272,3.35,250527,1.27
42275,3.008611111,250527,16.31
42275,3.786111111,250527,3.5
42279,1.880555556,250527,2.94
42075,4.34,250527,5.09
42076,3.733333333,250527,5
42079,2.401111111,250527,6.99
42080,1.919722222,250527,4.5
42093,0.020277778,250527,0
42100,1.201388889,250527,3.82
42110,2.48,250527,4.12
42115,4.382777778,250527,6.86
42117,2.399444444,250527,4.33
42123,3.639444444,250527,4.01
42170,1.348611111,250527,4.24
42171,2.070833333,250527,4.58
42172,2.962222222,250527,4.54
42174,1.938888889,250527,4.69
42201,3.247222222,250527,3.72
42202,3.521111111,250527,6.92
42207,2.795555556,250527,3.71
42215,4.021666667,250527,4.87
42235,2.289444444,250527,3.59
42243,4.101388889,250527,5.29
42051,1.603611111,250527,5.11
42052,3.941944444,250527,2.72
42135,1.810555556,250527,3.47
42098,2.497222222,250527,7.68
42224,2.301944444,250527,6.94
42252,1.762222222,250527,5.7
42252,1.900277778,250527,3.61
42258,0.8725,250527,0.53
42206,1.931666667,250527,5.52
42100,3.446111111,256233,6.84
42236,3.69,256233,6.63
42268,2.878888889,256233,6.72
42276,4.020833333,256233,5.4
42178,1.623333333,256233,4.13
42222,3.244722222,260408,6.93
42227,3.080833333,260408,7.03
42229,3.545,260408,6.93
42250,3.023333333,260408,3.52
42257,3.581388889,260408,7.08
42263,2.952777778,260408,7.12
42268,4.351111111,260408,7.12
42270,3.650555556,260408,6.98
42277,3.793888889,260408,7.05
42243,2.021944444,260408,3.1
42278,0.015,260408,0
42219,0.916944444,260408,1.04
42220,3.381388889,260408,6.41
42250,2.371944444,260408,6.06
42275,0.016111111,260408,0
42118,0.803888889,260781,1.4
42019,2.426944444,260781,4.93
42226,1.325,260781,4.16
42229,2.826666667,260781,6.66
42242,1.436944444,260781,3.81
42249,3.02,260781,4.32
42256,3.052222222,260781,7.07
42192,3.989444444,260781,3.82
42247,0.164722222,260781,5.94
42205,2.108888889,265601,14.02
41991,2.419444444,280221,4.56
42038,2.886111111,280221,11.74
42061,3.543611111,280221,17.95
42067,2.161111111,280221,4.56
42076,3.755833333,280221,12.96
42079,3.053888889,280221,9.17
42082,0.033333333,280221,0.04
42086,1.151666667,280221,4.62
42103,1.961388889,280221,5.47
42130,2.971111111,280221,5.49
42142,3.551666667,280221,8.82
42145,2.093055556,280221,11.81
42152,3.643055556,280221,14.09
42156,3.39,280221,6.93
42164,2.981388889,280221,6.79
42171,4.049444444,280221,3.72
42178,3.652777778,280221,4.59
42180,3.805277778,280221,3.84
42223,3.618611111,280221,6.4
42243,1.311666667,280221,3.97
42243,3.406666667,280221,4.77
42247,3.940555556,280221,6.56
42249,2.016388889,280221,4.17
42261,3.320833333,280221,6.58
42268,2,280221,4.21
42251,2.238055556,280221,3.94
42269,4.375277778,280221,8.09
42102,2.531944444,280221,6.39
42121,3.815833333,280221,5.01
42131,2.984166667,280221,3.84
42135,2.262222222,280221,3.73
42192,3.831666667,280221,3.63
42195,1.960833333,280221,2.59
42199,0.486111111,280221,4.33
42228,5.476944444,280221,5.37
42258,4.115277778,280221,6.75
42263,1.163611111,280221,3.58
42278,2.3625,280221,4.2
42278,1.923333333,280221,2.59
42139,1.815,280221,0.09
42143,2.596388889,280221,0.81
42160,2.442777778,280221,0.31
42163,0.3975,280221,1.1
42209,2.423055556,280221,0.48
42230,4.211666667,280221,0.44
42249,1.67,280221,0.81
42272,1.501666667,280221,4.44
42159,2.840277778,280221,6.23
42187,3.7775,280221,6.42
42235,2.991388889,280221,6.21
42223,2.780833333,280415,6.8
42234,3.141944444,280415,6.75
42235,2.845,280415,6.94
42236,2.625833333,280415,6.83
42237,4.956388889,280415,6.58
42244,1.530555556,280415,4.64
42247,2.406666667,280415,6.86
42248,6.192222222,280415,6.76
42268,2.961666667,280415,6.84
42269,2.8675,280415,6.73
42270,5.653055556,280415,6.83
42277,2.675277778,280415,6.65
42278,3.253333333,280415,6.68
42227,2.671388889,280415,6.24
42228,3.284722222,280415,6.62
42277,1.699722222,286084,5.36
42261,3.494722222,288445,5.2
42268,1.913055556,288445,4.65
42165,2.010833333,300866,6.67
42135,2.306111111,349635,6.6
42137,2.098333333,349635,5.97
42172,3.173055556,349635,2.86
42269,3.149722222,349635,6.88
42205,0.381944444,349635,0.43
42275,0.018611111,349635,0
42247,4.273055556,349635,6.68
42255,1.593333333,349635,4.89
42216,3.730277778,349635,7.13
42272,0.324166667,349635,0.98
42013,0.365,355208,0
42066,4.953055556,355208,7.84
42069,3.685555556,355208,10.52
42075,3.803333333,355208,7.24
42100,1.651111111,355208,7.73
42101,2.568611111,355208,7.04
42122,3.470555556,355208,5.36
42135,0.8025,355208,2.46
42205,1.468333333,355208,4.08
42215,2.771666667,355208,4.77
42228,0.401388889,355208,1.2
42229,2.571944444,355208,3.79
42244,2.088611111,355208,3.79
42255,3.461944444,355208,1.3
42158,3.748333333,355208,11.89
42101,2.7475,355208,6.58
42129,2.350277778,355208,3.74
42165,2.778055556,355208,4.27
42167,3.513055556,355208,6.54
42208,2.914444444,355208,4.1
42221,4.520555556,355208,4.85
42233,3.770833333,355208,5.16
42261,1.418611111,355208,4.43
42041,3.92,355208,7.02
42054,2.291388889,355208,6.55
42110,0.864722222,355208,0.86
42032,3.360277778,355208,6.77
42143,2.087777778,355208,6.31
42167,1.6275,355208,0.38
42216,2.425,355208,0.39
42244,3.833333333,355208,0.38
42164,0.757222222,355208,2.28
42170,4.3825,355208,4.96
42173,3.244722222,355208,3.43
42180,2.884444444,355208,6.42
42194,2.275277778,355208,6.69
42214,2.002777778,355208,6
42215,2.588055556,355208,6.02
42271,3.806666667,355208,6.78
42025,4.057222222,366832,2.76
42045,3.575555556,366832,7.9
42051,2.901388889,366832,7.97
42075,3.495833333,366832,6.66
42094,1.373333333,366832,4.34
42101,1.434722222,366832,4.64
42111,2.24,366832,5.47
42128,2.603611111,366832,4.6
42128,0.909722222,366832,2.69
42129,3.215555556,366832,6.18
42137,4.683055556,366832,6.65
42145,2.559722222,366832,7
42151,4.770277778,366832,6.34
42153,4.715833333,366832,7.7
42158,4.843888889,366832,6.19
42159,2.830555556,366832,2.71
42163,2.717777778,366832,7.13
42172,3.878611111,366832,5.02
42173,1.894444444,366832,4.06
42178,2.274166667,366832,5.03
42181,4.394444444,366832,0.86
42185,4.000277778,366832,6.66
42186,3.31,366832,6.63
42193,4.304722222,366832,5.54
42200,5.718055556,366832,6.73
42201,4.476111111,366832,6.62
42205,3.080277778,366832,8.41
42208,4.701111111,366832,5.88
42215,3.410277778,366832,5.5
42219,1.059722222,366832,1.39
42220,4.961111111,366832,8.23
42221,2.707777778,366832,4.67
42221,2.993055556,366832,2.16
42222,2.743888889,366832,5.02
